Site Name,Sample Collection Date,Concentration,7dra_not_centered
West,08/26/2023,419060090,
West,08/27/2023,426579450,
West,08/28/2023,434098810,
West,08/29/2023,462994715,
West,08/30/2023,491890621,
West,08/31/2023,520786526,
West,09/01/2023,549682431,472156091.85714287
West,09/04/2023,531978141,488287242.0
West,09/05/2023,490796288,497461076.0
West,09/06/2023,449614435,499677593.85714287
West,09/07/2023,408432582,491883003.4285714
West,09/08/2023,367250730,474077304.71428573
West,09/09/2023,326068877,446260497.71428573
West,09/10/2023,374639053,421254300.85714287
West,09/11/2023,472424587,412746650.28571427
West,09/12/2023,520876174,417043776.85714287
West,09/13/2023,569327761,434145680.5714286
West,09/14/2023,617779348,464052361.4285714
West,09/15/2023,666230936,506763819.4285714
West,09/16/2023,714682523,562280054.5714285
West,09/17/2023,678216513,605648263.1428572
West,09/20/2023,611988279,625585933.4285715
West,09/21/2023,597107167,636476075.2857143
West,09/22/2023,582226056,638318688.8571428
West,09/23/2023,567344944,631113774.0
West,09/24/2023,671452777,631859751.2857143
West,09/25/2023,775560611,640556621.0
West,09/26/2023,778138719,654831221.8571428
West,09/27/2023,780716827,678935300.1428572
West,09/28/2023,783294936,705533552.8571428
West,09/29/2023,785873044,734625979.7142857
West,09/30/2023,788451152,766212580.8571428
West,10/01/2023,651121299,763308084.0
West,10/02/2023,513791446,725912489.0
West,10/03/2023,561883101,695018829.2857143
West,10/04/2023,609974756,670627104.8571428
West,10/05/2023,658066411,652737315.5714285
West,10/06/2023,706158066,641349461.5714285
West,10/07/2023,754249721,636463542.8571428
West,10/08/2023,779237439,654765848.5714285
West,10/09/2023,804225157,696256378.7142857
West,10/10/2023,1259893530,795972154.2857143
West,10/11/2023,1715561902,953913175.1428572
West,10/12/2023,2171230274,1170079441.2857144
West,10/13/2023,2626898647,1444470952.857143
West,10/14/2023,3082567019,1777087709.7142856
West,10/15/2023,3172409984,2118969501.857143
West,10/16/2023,3262252949,2470116329.285714
West,10/17/2023,2857239019,2698308542.0
West,10/18/2023,2410507209,2797586443.0
West,10/19/2023,1963775399,2767950032.285714
West,10/20/2023,1517043588,2609399309.571429
West,10/21/2023,1070311778,2321934275.142857
West,10/22/2023,1029596392,2015818047.7142856
West,10/23/2023,988881007,1691050627.4285715
West,10/24/2023,932130807,1416035168.5714285
West,10/25/2023,917098489,1202691065.7142856
West,10/26/2023,902066170,1051018318.7142857
West,10/27/2023,887033852,961016927.8571428
West,10/28/2023,872001533,932686892.8571428
West,10/29/2023,862937604,908878494.5714285
West,10/30/2023,853873675,889591732.8571428
West,10/31/2023,916897890,887415601.8571428
West,11/01/2023,979922104,896390404.0
West,11/02/2023,1042946319,916516139.5714285
West,11/03/2023,1105970533,947792808.2857143
West,11/04/2023,1168994748,990220410.4285715
West,11/09/2023,1186368462,1036424818.7142857
West,11/10/2023,1165729568,1080975660.5714285
West,11/11/2023,1145090674,1113574629.7142856
West,11/12/2023,1372773552,1169696265.142857
West,11/13/2023,1600456430,1249340566.7142856
West,11/16/2023,1497489365,1305271828.4285715
West,11/17/2023,1463167010,1347296437.2857144
West,11/18/2023,1428844655,1381935893.4285715
West,11/19/2023,1193511560,1385904749.4285715
West,11/20/2023,958178466,1359203005.4285715
West,11/21/2023,989081367,1304389836.142857
West,11/22/2023,1019984269,1221465241.7142856
West,11/23/2023,1050887170,1157664928.142857
West,11/24/2023,1081790072,1103182508.4285715
West,11/25/2023,1112692974,1058017982.5714285
West,11/26/2023,1073685863,1040900025.8571428
West,11/27/2023,1034678753,1051828638.2857143
West,11/28/2023,2189097507,1223259515.4285715
West,11/29/2023,3343516260,1555192657.0
West,11/30/2023,4497935014,2047628063.2857144
West,12/01/2023,5652353767,2700565734.0
West,12/02/2023,6806772521,3514005669.285714
West,12/03/2023,6800086353,4332062882.142858
West,12/04/2023,6793400185,5154737372.428572
West,12/05/2023,5898558920,5684660431.428572
West,12/06/2023,5003717656,5921832059.428572
West,12/07/2023,4108876391,5866252256.142858
West,12/08/2023,3214035126,5517921021.714286
West,12/09/2023,2319193861,4876838356.0
West,12/10/2023,2293276051,4233008312.857143
West,12/11/2023,2267358242,3586430892.428571
West,12/12/2023,2034243132,3034385779.857143
West,12/13/2023,1801128022,2576872975.0
West,12/14/2023,1568012913,2213892478.142857
West,12/15/2023,1334897803,1945444289.142857
West,12/16/2023,1101782694,1771528408.142857
West,12/17/2023,1317764299,1632169586.4285715
West,12/18/2023,1533745904,1527367823.857143
West,12/19/2023,1622154574,1468498029.857143
West,12/20/2023,1710563243,1455560204.2857144
West,12/21/2023,1798971913,1488554347.142857
West,12/23/2023,1975789252,1580110268.4285715
West,12/24/2023,1946289784,1700754138.4285715
West,12/25/2023,1916790315,1786329283.5714285
West,12/26/2023,1788059316,1822659771.0
West,12/27/2023,1659328317,1827970305.7142856
West,12/28/2023,1530597318,1802260887.857143
West,12/29/2023,1401866319,1745531517.2857144
West,12/30/2023,1273135321,1645152384.2857144
West,12/31/2023,1144404322,1530597318.2857144
West,01/01/2024,1015673323,1401866319.4285715
West,01/02/2024,1346864381,1338838471.5714285
West,01/03/2024,1678055440,1341513774.857143
West,01/04/2024,2009246498,1409892229.142857
West,01/05/2024,2340437556,1543973834.4285715
West,01/06/2024,2671628615,1743758590.7142856
West,01/07/2024,3256617511,2045503332.0
West,01/08/2024,3841606408,2449208058.428571
West,01/09/2024,3437636226,2747889750.571429
West,01/10/2024,3033666044,2941548408.285714
West,01/11/2024,2629695862,3030184031.714286
West,01/12/2024,2225725680,3013796620.857143
West,01/13/2024,1821755498,2892386175.571429
West,01/14/2024,1163987477,2593439027.857143
West,01/15/2024,506219457,2116955177.7142856
West,01/16/2024,762307138,1734765308.0
West,01/17/2024,1018394819,1446869418.7142856
West,01/18/2024,1274482500,1253267509.857143
West,01/19/2024,1530570181,1153959581.4285715
West,01/20/2024,1786657862,1148945633.4285715
West,01/21/2024,4307234422,1597980911.2857144
West,01/22/2024,6827810983,2501065415.0
West,01/23/2024,6564001161,3329878846.857143
West,01/24/2024,6300191340,4084421207.0
West,01/25/2024,6036381519,4764692495.428572
West,01/26/2024,5772571697,5370692712.0
West,01/27/2024,5508761876,5902421856.857142
West,01/28/2024,3052744791,5723209052.428572
West,01/29/2024,596727706,4833054298.571428
West,01/30/2024,596230099,3980515575.428571
West,01/31/2024,595732491,3165592882.714286
West,02/01/2024,595234884,2388286220.571429
West,02/02/2024,594737276,1648595589.0
West,02/03/2024,594239668,946520987.8571428
West,02/04/2024,678183611,607297962.1428572
West,02/05/2024,762127553,630926511.7142857
West,02/06/2024,812183810,661777041.8571428
West,02/07/2024,862240067,699849552.7142857
West,02/10/2024,1012408839,759445832.0
West,02/11/2024,865596776,798140046.2857143
West,02/12/2024,718784712,815932195.4285715
West,02/13/2024,800387379,833389876.5714285
West,02/14/2024,881990045,850513089.7142857
West,02/15/2024,963592712,872142932.8571428
West,02/16/2024,1045195378,898279405.8571428
West,02/17/2024,1126798045,914620721.0
West,02/18/2024,1248545866,969327733.8571428
West,02/19/2024,1370293687,1062400444.5714285
West,02/20/2024,1369415174,1143690129.5714285
West,02/21/2024,1368536661,1213196789.0
West,02/22/2024,1367658148,1270920422.7142856
West,02/23/2024,1366779634,1316861030.7142856
West,02/24/2024,1365901121,1351018613.0
West,02/25/2024,1284166388,1356107259.0
West,02/26/2024,1202431655,1332126968.7142856
West,02/27/2024,1024396653,1282838608.5714285
West,02/28/2024,846361652,1208242178.7142856
West,02/29/2024,668326650,1108337679.0
West,03/01/2024,490291648,983125109.5714285
West,03/02/2024,312256647,832604470.4285715
West,03/03/2024,219667772,680533239.5714285
West,03/04/2024,127078898,526911417.14285713
West,03/05/2024,149306989,401898608.0
West,03/06/2024,171535080,305494812.0
West,03/07/2024,193763171,237700029.2857143
West,03/08/2024,215991262,198514259.85714287
West,03/09/2024,238219353,187937503.57142857
West,03/10/2024,308499273,200627718.0
West,03/11/2024,378779192,236584902.85714287
West,03/12/2024,408356483,273591973.4285714
West,03/13/2024,437933774,311648929.71428573
West,03/14/2024,467511065,350755771.71428573
West,03/15/2024,497088356,390912499.4285714
West,03/16/2024,526665646,432119112.71428573
West,03/17/2024,467195709,454790032.14285713
West,03/18/2024,407725772,458925257.85714287
West,03/19/2024,375325828,454206592.85714287
West,03/20/2024,342925884,440634037.14285713
West,03/21/2024,310525940,418207590.71428573
West,03/22/2024,278125996,386927253.5714286
West,03/23/2024,245726052,346793025.85714287
West,03/24/2024,238420570,314110863.14285713
West,03/25/2024,231115087,288880765.28571427
West,03/26/2024,214757231,265942394.2857143
West,03/27/2024,198399374,245295750.0
West,03/28/2024,182041517,226940832.42857143
West,03/29/2024,165683661,210877641.7142857
West,03/30/2024,149325804,197106177.7142857
West,03/31/2024,154835107,185165397.2857143
West,04/01/2024,160344411,175055300.7142857
West,04/02/2024,165541265,168024448.42857143
West,04/03/2024,170738120,164072840.7142857
West,04/04/2024,175934974,163200477.42857143
West,04/05/2024,181131829,165407358.57142857
West,04/06/2024,186328684,170693484.2857143
West,04/07/2024,196718620,176676843.2857143
West,04/08/2024,207108557,183357435.57142857
West,04/09/2024,208636345,189513875.57142857
West,04/10/2024,210164133,195146163.14285713
West,04/11/2024,211691921,200254298.42857143
West,04/12/2024,213219709,204838281.2857143
West,04/13/2024,214747498,208898111.85714287
West,04/14/2024,215926019,211642026.0
West,04/15/2024,217104541,213070023.7142857
West,04/16/2024,217521360,214339311.57142857
West,04/17/2024,217938179,215449889.57142857
West,04/18/2024,218354998,216401757.7142857
West,04/19/2024,218771817,217194916.0
West,04/20/2024,219188636,217829364.2857143
West,04/21/2024,220683284,218508973.57142857
West,04/22/2024,222177932,219233743.7142857
West,04/23/2024,234602783,221673947.0
West,04/24/2024,247027634,225829583.42857143
West,04/25/2024,259452485,231700653.0
West,04/30/2024,264140211,238181852.14285713
West,05/01/2024,257369665,243636284.85714287
West,05/02/2024,250599118,247909975.42857143
West,05/03/2024,243828572,251002924.0
West,05/04/2024,237058025,251353672.85714287
West,05/05/2024,241554474,250571792.85714287
West,05/06/2024,246050923,248657284.0
West,05/07/2024,275279457,250248604.85714287
West,05/08/2024,304507991,256982651.42857143
West,05/09/2024,333736526,268859424.0
West,05/10/2024,362965060,285878922.28571427
West,05/11/2024,392193594,308041146.4285714
West,05/12/2024,376481853,327316486.28571427
West,05/13/2024,360770111,343704941.71428573
West,05/14/2024,373687704,357763262.71428573
West,05/15/2024,386605297,369491449.28571427
West,05/16/2024,399522890,378889501.28571427
West,05/17/2024,412440483,385957418.85714287
West,05/18/2024,425358075,390695201.85714287
West,05/19/2024,510989411,409910567.28571427
West,05/20/2024,596620747,443603515.28571427
West,05/21/2024,761113236,498950019.85714287
West,05/22/2024,925605725,575950081.0
West,05/23/2024,1090098214,674603698.7142857
West,05/24/2024,1254590703,794910873.0
West,05/25/2024,1419083192,936871604.0
West,05/26/2024,1547178010,1084898546.7142856
West,05/27/2024,1675272827,1238991701.0
West,05/28/2024,1583952380,1356540150.142857
West,05/29/2024,1492631933,1437543894.142857
West,05/30/2024,1401311486,1482002933.0
West,05/31/2024,1309991039,1489917266.7142856
West,06/01/2024,1218670592,1461286895.2857144
West,06/02/2024,1419307778,1443019719.2857144
West,06/03/2024,1619944965,1435115739.0
West,06/04/2024,1783548039,1463629404.5714285
West,06/05/2024,1947151114,1528560716.142857
West,06/06/2024,2110754189,1629909673.7142856
West,06/07/2024,2274357263,1767676277.142857
West,06/08/2024,2437960338,1941860526.5714285
West,06/09/2024,2180436172,2050593154.2857144
West,06/10/2024,1922912007,2093874160.2857144
West,06/11/2024,1775052631,2092660530.5714285
West,06/12/2024,1627193255,2046952265.0
West,06/13/2024,1479333878,1956749363.4285715
West,06/14/2024,1331474502,1822051826.142857
West,06/15/2024,1183615126,1642859653.0
West,06/16/2024,1555286608,1553552572.4285715
West,06/17/2024,1926958090,1554130584.2857144
West,06/18/2024,2317319341,1631597257.142857
West,06/19/2024,2707680593,1785952591.142857
West,06/20/2024,3098041845,2017196586.4285715
West,06/21/2024,3488403097,2325329242.857143
West,06/22/2024,3878764348,2710350560.285714
West,06/23/2024,3608247066,3003630625.714286
West,06/24/2024,3337729783,3205169439.0
West,06/25/2024,3461534284,3368628716.571429
West,06/26/2024,3585338784,3494008458.142857
West,06/27/2024,3709143285,3581308663.857143
West,06/28/2024,3832947785,3630529333.571429
West,06/29/2024,3956752286,3641670467.571429
West,07/01/2024,3994513987,3696851456.285714
West,07/02/2024,3448549457,3712682838.285714
West,07/03/2024,2902584928,3632832930.285714
West,07/04/2024,2356620398,3457301732.285714
West,07/05/2024,1810655868,3186089244.142857
West,07/06/2024,1264691338,2819195466.0
West,07/07/2024,1092146003,2409965997.0
